species,animal_id,t,body_temp_c,heart_rate_bpm,resp_rate_bpm,activity_idx,cough_count,rumination_min,ambient_temp_c,ambient_humidity_pct,label
Cattle,CA_004,26,39.863,70.56,31.0,0.334,3,28.49,26.27,50.86,1
Cattle,CA_004,27,38.76,61.56,24.75,0.546,0,43.96,26.62,66.66,0
Cattle,CA_004,28,38.566,62.57,25.69,0.549,0,43.82,27.49,62.43,0
Cattle,CA_004,29,39.261,70.04,33.52,0.343,5,27.96,27.77,69.11,1
Cattle,CA_004,30,39.819,71.08,30.85,0.26,2,22.39,27.85,74.1,1
Cattle,CA_004,31,39.473,79.29,31.2,0.278,4,27.3,28.39,67.4,1
Cattle,CA_004,32,38.581,63.73,25.71,0.5,1,44.64,26.36,74.19,0
Cattle,CA_004,33,39.766,74.66,29.67,0.216,5,29.51,25.56,78.81,1
Cattle,CA_004,34,40.314,72.33,33.35,0.276,2,29.94,25.42,69.11,1
Cattle,CA_004,35,39.522,73.45,29.76,0.319,2,29.21,22.77,78.8,1
Cattle,CA_004,36,39.418,70.4,28.0,0.221,1,31.11,22.05,67.79,1
Cattle,CA_004,37,38.487,60.47,23.7,0.463,1,42.59,20.33,66.47,0
Cattle,CA_004,38,38.512,59.37,22.47,0.512,1,43.47,18.03,78.31,0
Cattle,CA_004,39,38.449,59.93,23.08,0.47,1,47.29,16.64,66.41,0
Cattle,CA_004,40,38.408,56.65,25.24,0.541,3,44.77,16.77,63.52,0
Cattle,CA_004,41,38.458,59.26,24.96,0.517,0,40.8,15.19,51.86,0
Cattle,CA_004,42,39.407,64.02,33.01,0.177,5,32.52,16.92,60.6,1
Cattle,CA_004,43,39.534,67.07,33.96,0.3,2,33.86,16.81,56.06,1
Cattle,CA_004,44,38.516,60.68,23.41,0.534,0,41.09,17.29,52.68,0
Cattle,CA_004,45,38.4,59.14,21.77,0.472,0,43.42,20.96,44.94,0
Cattle,CA_004,46,38.394,62.07,23.97,0.47,0,47.83,20.18,62.16,0
Cattle,CA_004,47,38.591,59.41,25.55,0.514,0,43.17,21.8,55.66,0
Cattle,CA_004,48,39.474,68.71,32.49,0.201,4,28.51,23.39,58.43,1
Cattle,CA_004,49,39.382,75.93,30.81,0.338,3,26.5,22.46,55.79,1
Cattle,CA_004,50,39.716,69.51,32.35,0.407,4,32.1,25.56,50.77,1
Cattle,CA_004,51,38.689,61.97,24.16,0.617,0,42.02,25.36,61.25,0
Cattle,CA_004,52,39.795,72.86,31.38,0.341,4,34.41,26.97,71.48,1
Cattle,CA_004,53,40.029,75.48,33.56,0.367,1,30.24,28.94,67.53,1
Cattle,CA_004,54,39.596,74.72,31.16,0.306,2,29.76,26.8,65.61,1
Cattle,CA_004,55,39.602,68.26,30.8,0.396,5,26.41,27.26,75.06,1
Cattle,CA_004,56,39.96,71.58,31.53,0.344,2,30.6,26.91,70.31,1
Cattle,CA_004,57,39.487,70.43,31.74,0.078,2,30.52,25.27,63.0,1
Cattle,CA_004,58,38.681,63.63,27.37,0.653,0,46.22,26.09,73.92,0
Cattle,CA_004,59,39.134,74.96,31.54,0.251,2,26.0,22.88,72.45,1
Cattle,CA_004,60,38.455,61.27,23.43,0.525,0,47.0,20.71,76.07,0
Cattle,CA_004,61,38.377,61.15,22.13,0.52,0,44.69,20.11,73.86,0
Cattle,CA_004,62,38.476,60.14,23.6,0.516,0,42.52,20.41,63.85,0
Cattle,CA_004,63,38.538,60.44,24.08,0.576,1,48.19,17.38,65.13,0
Cattle,CA_004,64,38.408,57.08,23.1,0.547,1,43.97,16.78,66.89,0
Cattle,CA_004,65,39.229,73.55,30.8,0.323,3,30.56,15.57,62.99,1
Cattle,CA_004,66,39.615,77.47,30.09,0.291,2,31.96,16.54,55.64,1
Cattle,CA_004,67,39.187,74.36,29.19,0.328,3,30.8,15.28,63.59,1
Cattle,CA_004,68,39.718,71.34,30.18,0.305,4,26.49,16.86,45.28,1
Cattle,CA_004,69,39.288,71.02,33.32,0.264,2,34.64,18.24,62.31,1
Cattle,CA_004,70,38.419,55.93,24.36,0.481,0,42.54,18.13,47.93,0
Cattle,CA_004,71,39.484,71.88,31.76,0.401,4,27.27,20.5,49.75,1
Cattle,CA_005,0,39.329,61.54,31.83,0.182,2,20.85,21.2,57.06,1
Cattle,CA_005,1,39.457,67.81,32.79,0.282,4,23.46,23.96,57.29,1
Cattle,CA_005,2,39.446,67.88,33.69,0.277,4,21.35,24.01,53.34,1
Cattle,CA_005,3,39.642,73.41,33.15,0.126,3,19.33,25.9,67.37,1
Cattle,CA_005,4,39.493,77.52,37.22,0.244,8,17.24,26.43,62.28,1
Cattle,CA_005,5,39.303,76.1,33.55,0.249,3,20.75,28.31,64.41,1
Cattle,CA_005,6,39.576,69.8,33.67,0.283,5,28.39,29.73,72.82,1
Cattle,CA_005,7,38.602,61.81,25.05,0.5,0,36.49,25.86,72.33,0
Cattle,CA_005,8,38.611,57.9,27.57,0.477,0,34.95,27.69,78.18,0
Cattle,CA_005,9,38.432,62.29,24.33,0.486,0,33.26,25.53,67.47,0
Cattle,CA_005,10,39.186,63.48,35.25,0.312,2,21.87,24.17,67.46,1
Cattle,CA_005,11,39.367,68.4,31.65,0.253,5,25.38,24.15,79.54,1
Cattle,CA_005,12,39.77,59.85,30.0,0.325,4,29.88,21.44,84.14,1
Cattle,CA_005,13,39.456,76.42,31.49,0.165,4,20.02,21.69,79.64,1
Cattle,CA_005,14,38.363,58.91,25.11,0.433,0,33.88,18.21,66.46,0
Cattle,CA_005,15,39.654,68.31,27.03,0.377,4,24.43,16.68,69.9,1
Cattle,CA_005,16,38.522,56.21,22.69,0.478,0,35.43,16.72,59.13,0
Cattle,CA_005,17,39.3,67.29,33.32,0.23,2,20.83,15.19,56.86,1
Cattle,CA_005,18,38.149,56.07,23.7,0.577,0,37.44,15.24,60.14,0
Cattle,CA_005,19,38.335,55.23,24.76,0.446,2,36.39,17.46,57.9,0
Cattle,CA_005,20,38.436,57.08,24.0,0.502,0,36.57,17.73,50.42,0
Cattle,CA_005,21,38.376,55.05,23.41,0.54,0,35.57,17.02,57.12,0
Cattle,CA_005,22,38.357,53.37,24.69,0.498,0,34.33,18.46,57.99,0
Cattle,CA_005,23,38.31,59.82,22.91,0.511,1,36.72,20.97,59.47,0
Cattle,CA_005,24,38.443,57.94,27.56,0.439,0,31.54,22.18,54.78,0
Cattle,CA_005,25,38.55,59.25,24.9,0.586,0,36.6,25.87,52.96,0
Cattle,CA_005,26,39.492,70.49,33.4,0.286,3,21.47,27.61,71.32,1
Cattle,CA_005,27,38.545,61.35,27.48,0.544,0,38.66,28.45,64.93,0
Cattle,CA_005,28,39.688,67.27,35.05,0.228,3,21.57,26.52,62.53,1
Cattle,CA_005,29,39.635,71.79,32.69,0.305,4,22.34,27.94,62.71,1
Cattle,CA_005,30,38.767,56.24,25.44,0.601,1,37.87,28.35,66.24,0
Cattle,CA_005,31,38.652,59.78,24.55,0.487,0,36.55,27.31,73.26,0
Cattle,CA_005,32,38.636,59.28,26.58,0.509,1,35.91,28.85,74.06,0
Cattle,CA_005,33,38.593,59.26,23.83,0.57,0,38.04,26.51,73.51,0
Cattle,CA_005,34,38.408,55.3,25.81,0.552,1,35.98,24.42,64.17,0
Cattle,CA_005,35,39.543,68.68,33.75,0.285,3,22.85,22.9,73.97,1
Cattle,CA_005,36,38.472,59.23,26.06,0.485,0,38.97,20.8,75.48,0
Cattle,CA_005,37,39.586,62.86,31.07,0.327,1,31.67,20.86,72.87,1
Cattle,CA_005,38,39.543,67.37,34.38,0.28,5,21.77,19.25,69.17,1
Cattle,CA_005,39,39.239,64.02,35.42,0.205,1,18.61,17.19,63.83,1
Cattle,CA_005,40,39.137,67.04,28.51,0.163,1,24.21,16.61,61.41,1
Cattle,CA_005,41,39.437,70.85,30.43,0.367,1,15.95,17.42,60.71,1
Cattle,CA_005,42,39.632,73.56,29.86,0.222,2,11.6,16.5,55.85,1
Cattle,CA_005,43,39.418,62.66,31.67,0.3,3,16.17,16.29,55.04,1
Cattle,CA_005,44,39.378,70.44,30.33,0.256,4,17.1,17.93,54.29,1
Cattle,CA_005,45,38.407,59.16,23.62,0.529,0,35.38,17.25,49.99,0
Cattle,CA_005,46,38.393,56.09,24.78,0.47,1,37.68,18.85,46.58,0
Cattle,CA_005,47,38.2,56.26,24.23,0.502,0,33.57,20.7,53.17,0
Cattle,CA_005,48,39.36,71.5,34.22,0.381,1,22.95,22.39,57.72,1
Cattle,CA_005,49,39.41,65.95,32.01,0.296,5,14.59,23.49,56.89,1
Cattle,CA_005,50,39.06,70.13,33.12,0.205,2,21.77,22.84,69.55,1
Cattle,CA_005,51,39.629,65.27,31.0,0.336,5,23.26,26.59,63.7,1
Cattle,CA_005,52,39.67,71.95,27.95,0.201,6,23.11,26.85,55.29,1
Cattle,CA_005,53,38.66,59.44,25.68,0.48,0,34.74,27.79,73.67,0
Cattle,CA_005,54,38.712,60.84,25.75,0.497,1,39.28,27.13,72.19,0
Cattle,CA_005,55,39.517,65.35,32.91,0.314,2,18.21,26.83,72.59,1
Cattle,CA_005,56,38.74,58.8,26.0,0.516,1,33.41,26.81,73.49,0
Cattle,CA_005,57,38.366,61.0,24.84,0.521,0,36.85,26.13,72.99,0
Cattle,CA_005,58,38.566,55.93,23.94,0.504,1,38.79,25.22,74.79,0
Cattle,CA_005,59,39.694,71.07,32.43,0.296,4,18.66,22.63,68.51,1
Cattle,CA_005,60,38.68,57.55,25.9,0.501,0,35.14,22.62,80.16,0
Cattle,CA_005,61,38.54,57.81,25.83,0.541,1,35.46,17.72,74.22,0
Cattle,CA_005,62,39.452,70.19,33.87,0.206,1,28.62,18.87,71.38,1
Cattle,CA_005,63,38.438,59.62,23.54,0.466,1,34.32,19.1,70.99,0
Cattle,CA_005,64,39.299,67.87,31.05,0.277,2,19.22,16.51,70.23,1
Cattle,CA_005,65,39.19,66.11,27.79,0.231,3,20.93,16.4,59.62,1
Cattle,CA_005,66,39.436,65.55,30.86,0.268,3,22.29,16.63,56.67,1
Cattle,CA_005,67,39.4,71.66,31.11,0.313,2,26.09,16.34,68.51,1
Cattle,CA_005,68,38.449,56.94,24.78,0.541,0,34.33,17.6,68.67,0
Cattle,CA_005,69,38.966,64.44,31.71,0.258,1,25.09,18.33,51.39,1
Cattle,CA_005,70,39.424,66.33,31.79,0.183,2,16.56,17.25,49.88,1
Cattle,CA_005,71,39.45,68.33,29.06,0.339,3,21.47,20.33,54.43,1
Cattle,CA_006,0,39.307,64.62,28.02,0.221,4,25.55,21.92,56.45,1
Cattle,CA_006,1,38.345,59.88,22.37,0.556,0,42.85,22.98,63.46,0
Cattle,CA_006,2,38.263,56.35,23.03,0.413,0,41.16,25.0,57.73,0
Cattle,CA_006,3,39.696,70.61,30.5,0.3,3,34.65,24.81,69.29,1
Cattle,CA_006,4,39.75,70.16,32.09,0.172,3,26.18,26.92,67.22,1
Cattle,CA_006,5,38.521,58.06,24.63,0.482,0,42.77,27.92,68.89,0
Cattle,CA_006,6,38.46,56.37,26.39,0.461,0,43.22,27.75,65.46,0
Cattle,CA_006,7,38.495,56.75,25.06,0.347,2,43.4,26.84,67.43,0
Cattle,CA_006,8,38.441,59.47,25.01,0.516,0,44.22,27.97,79.59,0
Cattle,CA_006,9,39.396,69.85,34.14,0.197,4,24.38,27.95,69.29,1
Cattle,CA_006,10,39.409,70.63,30.25,0.219,1,23.32,25.15,69.83,1
Cattle,CA_006,11,39.473,72.25,30.72,0.2,0,25.48,23.04,79.19,1
Cattle,CA_006,12,38.39,58.63,22.01,0.501,0,43.92,22.2,66.05,0
Cattle,CA_006,13,38.291,56.48,25.59,0.442,1,41.76,20.38,66.7,0
Cattle,CA_006,14,38.359,55.59,24.33,0.396,0,45.94,19.34,68.66,0
Cattle,CA_006,15,38.574,57.44,22.28,0.408,0,41.28,19.32,61.06,0
Cattle,CA_006,16,38.351,57.67,23.47,0.352,0,39.67,17.69,62.66,0
Cattle,CA_006,17,38.267,55.69,22.01,0.496,0,42.11,15.63,60.78,0
Cattle,CA_006,18,38.358,58.63,23.39,0.476,0,43.41,16.96,58.45,0
Cattle,CA_006,19,38.203,57.6,23.77,0.443,0,43.97,15.13,57.46,0
Cattle,CA_006,20,38.248,57.92,23.54,0.381,0,42.2,16.11,59.94,0
Cattle,CA_006,21,39.598,70.57,29.41,0.267,2,28.12,17.47,51.17,1
Cattle,CA_006,22,39.289,66.2,30.57,0.163,3,27.97,19.35,48.58,1
Cattle,CA_006,23,38.537,54.58,23.94,0.427,0,43.58,19.47,58.52,0
Cattle,CA_006,24,38.426,56.87,23.69,0.471,0,42.34,22.33,54.2,0
Cattle,CA_006,25,38.137,57.83,24.17,0.405,0,39.76,23.37,55.04,0
Cattle,CA_006,26,38.422,55.18,26.6,0.509,0,42.82,24.52,49.7,0
Cattle,CA_006,27,38.475,54.29,24.65,0.342,0,44.45,25.93,72.59,0
Cattle,CA_006,28,39.712,78.35,33.3,0.212,0,27.12,29.87,63.54,1
Cattle,CA_006,29,39.446,62.97,31.37,0.172,3,38.96,28.15,65.91,1
Cattle,CA_006,30,38.62,59.29,24.94,0.438,1,38.49,29.2,66.07,0
Cattle,CA_006,31,39.46,73.94,32.0,0.251,0,32.85,28.32,74.48,1
Cattle,CA_006,32,39.483,67.46,30.1,0.275,5,29.03,28.86,68.15,1
Cattle,CA_006,33,38.435,55.69,25.6,0.383,0,44.11,27.06,72.76,0
Cattle,CA_006,34,38.517,58.53,24.29,0.493,0,41.08,23.96,77.54,0
Cattle,CA_006,35,39.51,68.88,29.56,0.186,6,27.29,22.55,78.03,1
Cattle,CA_006,36,38.317,56.3,23.4,0.492,1,47.58,20.59,76.95,0
Cattle,CA_006,37,39.23,71.73,31.82,0.144,1,33.38,20.02,69.8,1
Cattle,CA_006,38,39.466,68.35,31.03,0.151,0,26.99,19.83,72.52,1
Cattle,CA_006,39,39.277,64.18,29.63,0.222,6,32.19,17.01,66.89,1
Cattle,CA_006,40,38.322,56.99,23.3,0.437,1,40.08,17.91,62.98,0
Cattle,CA_006,41,38.224,56.65,23.24,0.386,0,44.97,17.73,57.04,0
Cattle,CA_006,42,38.323,53.18,21.8,0.526,0,45.61,14.68,58.85,0
Cattle,CA_006,43,38.252,55.86,22.95,0.438,0,44.96,16.76,63.23,0
Cattle,CA_006,44,38.369,57.27,23.69,0.376,0,40.99,17.26,60.71,0
Cattle,CA_006,45,38.147,55.35,25.13,0.423,0,41.92,16.18,56.71,0
Cattle,CA_006,46,38.4,55.78,23.58,0.486,1,38.58,20.23,49.53,0
Cattle,CA_006,47,38.36,59.57,22.85,0.393,0,37.58,20.65,59.57,0
Cattle,CA_006,48,38.49,54.52,24.16,0.532,0,42.01,21.07,62.05,0
Cattle,CA_006,49,38.442,56.73,24.18,0.413,0,41.39,23.68,53.35,0
Cattle,CA_006,50,38.498,56.48,23.64,0.443,0,42.21,26.12,61.59,0
Cattle,CA_006,51,38.501,60.57,23.06,0.444,0,43.55,26.91,68.67,0
Cattle,CA_006,52,38.377,63.6,24.64,0.475,0,42.19,26.79,72.4,0
Cattle,CA_006,53,39.571,62.52,32.33,0.181,3,25.74,28.32,67.55,1
Cattle,CA_006,54,39.67,74.38,29.93,0.244,3,23.66,29.24,62.15,1
Cattle,CA_006,55,39.062,76.26,29.85,0.259,2,22.09,26.94,79.86,1
Cattle,CA_006,56,39.83,65.7,29.58,0.178,4,32.17,26.89,78.99,1
Cattle,CA_006,57,39.642,71.3,30.05,0.136,5,30.96,27.05,75.6,1
Cattle,CA_006,58,39.616,71.23,30.37,0.191,1,29.34,23.8,71.99,1
Cattle,CA_006,59,39.505,71.53,32.1,0.262,1,28.87,23.46,78.11,1
Cattle,CA_006,60,39.148,64.49,33.26,0.329,1,23.76,20.4,76.84,1
Cattle,CA_006,61,39.671,60.0,30.3,0.247,3,31.23,21.22,74.84,1
Cattle,CA_006,62,38.438,56.35,23.32,0.419,0,44.77,19.86,80.4,0
Cattle,CA_006,63,38.422,57.89,20.24,0.496,1,42.18,18.42,78.45,0
Cattle,CA_006,64,38.275,55.15,24.64,0.431,0,42.58,19.06,60.12,0
Cattle,CA_006,65,38.337,54.99,24.08,0.522,0,39.15,14.65,60.24,0
Cattle,CA_006,66,39.414,62.42,32.94,0.149,2,23.22,16.35,63.81,1
Cattle,CA_006,67,38.23,55.74,23.66,0.423,0,43.85,15.6,57.73,0
Cattle,CA_006,68,38.38,55.42,23.94,0.422,1,42.69,14.23,60.46,0
Cattle,CA_006,69,39.396,60.85,29.81,0.265,2,29.81,17.97,58.84,1
Cattle,CA_006,70,39.121,74.88,30.41,0.144,3,26.33,18.29,48.45,1
Cattle,CA_006,71,39.583,69.87,31.21,0.231,3,30.99,22.02,55.0,1
Cattle,CA_007,0,38.909,54.22,24.44,0.493,0,39.26,23.67,60.35,0
Cattle,CA_007,1,39.639,64.84,33.36,0.397,1,23.26,23.69,65.69,1
Cattle,CA_007,2,39.806,67.07,33.86,0.418,2,23.26,23.94,55.56,1
Cattle,CA_007,3,39.791,67.23,32.13,0.39,0,30.1,26.34,60.96,1
Cattle,CA_007,4,38.863,59.35,23.42,0.589,0,41.27,28.56,72.21,0
Cattle,CA_007,5,38.761,55.96,23.2,0.545,0,41.7,28.02,63.52,0
Cattle,CA_007,6,38.897,54.29,24.63,0.493,0,42.2,28.43,69.19,0
Cattle,CA_007,7,39.975,73.69,38.5,0.419,5,26.03,29.3,71.26,1
Cattle,CA_007,8,39.842,66.11,31.67,0.175,1,29.33,26.86,71.75,1
Cattle,CA_007,9,39.87,60.75,29.59,0.274,5,30.09,25.52,82.18,1
Cattle,CA_007,10,38.845,55.71,25.19,0.507,0,43.59,25.28,74.24,0
Cattle,CA_007,11,38.724,55.54,22.43,0.592,0,38.56,22.69,76.56,0
Cattle,CA_007,12,39.549,66.3,30.97,0.342,6,22.02,21.84,69.62,1
Cattle,CA_007,13,39.691,60.13,28.71,0.249,3,21.48,17.97,68.62,1
Cattle,CA_007,14,39.912,63.77,31.39,0.336,1,22.68,17.13,69.35,1
Cattle,CA_007,15,38.725,54.45,22.27,0.576,0,40.77,16.97,76.9,0
Cattle,CA_007,16,38.677,52.41,23.77,0.601,0,42.28,16.87,64.63,0
Cattle,CA_007,17,38.527,54.83,23.22,0.542,0,39.37,16.2,73.86,0
Cattle,CA_007,18,38.681,55.44,23.57,0.587,0,40.88,16.03,65.74,0
Cattle,CA_007,19,38.623,54.38,22.89,0.46,1,40.91,14.9,50.88,0
Cattle,CA_007,20,38.642,57.42,23.55,0.512,0,42.01,16.38,62.33,0
Cattle,CA_007,21,39.56,62.0,29.29,0.219,2,22.36,17.85,55.1,1
Cattle,CA_007,22,38.543,54.16,23.8,0.616,0,43.32,18.9,57.77,0
Cattle,CA_007,23,38.743,53.17,21.88,0.555,0,39.97,19.47,51.89,0
Cattle,CA_007,24,39.765,68.43,30.71,0.357,1,24.53,22.51,57.35,1
Cattle,CA_007,25,39.794,70.28,32.61,0.283,3,21.38,22.4,53.45,1
Cattle,CA_007,26,38.892,56.01,25.22,0.547,0,43.33,27.44,60.94,0
Cattle,CA_007,27,39.875,73.35,32.33,0.254,3,28.55,27.39,68.76,1
Cattle,CA_007,28,39.572,66.15,31.73,0.247,5,28.14,26.66,58.31,1
Cattle,CA_007,29,38.956,52.19,23.7,0.591,0,41.02,27.89,67.57,0
Cattle,CA_007,30,40.066,64.89,28.19,0.265,3,30.65,28.13,62.91,1
Cattle,CA_007,31,40.095,66.22,34.94,0.361,1,27.69,26.86,81.89,1
Cattle,CA_007,32,39.535,66.92,31.12,0.152,2,24.58,27.77,80.36,1
Cattle,CA_007,33,39.969,68.81,31.45,0.29,2,29.47,26.04,78.69,1
Cattle,CA_007,34,38.938,56.14,24.53,0.572,1,42.33,24.26,78.33,0
Cattle,CA_007,35,38.968,55.45,24.11,0.631,0,39.32,23.69,76.37,0
Cattle,CA_007,36,38.775,54.76,25.53,0.533,0,42.33,20.34,63.37,0
Cattle,CA_007,37,38.808,52.8,23.38,0.515,0,38.8,19.96,70.3,0
Cattle,CA_007,38,38.556,54.52,25.22,0.529,0,38.63,20.46,71.28,0
Cattle,CA_007,39,38.549,55.3,24.27,0.539,0,40.6,18.76,63.67,0
Cattle,CA_007,40,38.698,52.62,24.42,0.435,0,38.54,16.37,66.3,0
Cattle,CA_007,41,38.535,52.76,24.04,0.57,0,42.18,16.02,55.79,0
Cattle,CA_007,42,38.764,53.1,23.04,0.482,0,39.49,15.78,69.4,0
Cattle,CA_007,43,39.689,64.86,30.51,0.198,1,31.25,15.22,55.78,1
Cattle,CA_007,44,38.748,56.98,21.92,0.606,0,41.81,17.88,60.23,0
Cattle,CA_007,45,38.721,53.26,22.18,0.523,0,40.78,17.17,54.4,0
Cattle,CA_007,46,38.876,54.77,23.4,0.545,1,38.14,18.53,56.56,0
Cattle,CA_007,47,38.861,53.42,25.86,0.571,0,41.18,21.04,55.56,0
Cattle,CA_007,48,38.71,53.91,23.33,0.533,1,35.1,21.81,55.23,0
Cattle,CA_007,49,39.733,71.97,32.92,0.211,2,27.5,24.19,56.22,1
Cattle,CA_007,50,40.154,70.15,29.29,0.358,4,19.41,25.89,55.31,1
Cattle,CA_007,51,39.476,65.66,32.93,0.097,1,28.72,26.52,60.69,1
Cattle,CA_007,52,40.013,69.69,31.02,0.281,2,28.21,27.13,69.43,1
Cattle,CA_007,53,38.891,56.43,22.71,0.577,0,39.15,27.75,66.28,0
Cattle,CA_007,54,38.899,52.88,24.33,0.575,0,40.37,27.93,76.19,0
Cattle,CA_007,55,38.974,54.55,26.66,0.545,0,39.04,27.81,77.83,0
Cattle,CA_007,56,38.922,54.26,27.11,0.462,0,39.22,26.59,73.14,0
Cattle,CA_007,57,38.901,57.26,24.33,0.546,1,39.55,28.26,65.5,0
Cattle,CA_007,58,39.028,59.77,24.64,0.525,0,38.73,25.71,70.76,0
Cattle,CA_007,59,39.934,68.15,31.56,0.358,2,28.33,23.66,67.79,1
Cattle,CA_007,60,39.877,68.03,30.21,0.259,3,23.72,22.68,73.16,1
Cattle,CA_007,61,39.62,72.95,26.24,0.338,2,30.05,21.49,73.71,1
Cattle,CA_007,62,39.596,67.14,33.16,0.307,3,23.93,19.68,72.28,1
Cattle,CA_007,63,38.606,56.36,24.73,0.599,0,36.91,18.86,71.06,0
Cattle,CA_007,64,39.751,63.76,29.02,0.218,1,25.88,18.45,64.24,1
Cattle,CA_007,65,38.707,51.65,23.22,0.464,0,41.64,17.21,58.74,0
Cattle,CA_007,66,39.7,58.38,29.95,0.211,5,24.72,15.39,60.36,1
Cattle,CA_007,67,38.511,51.99,22.08,0.497,0,37.9,17.19,50.37,0
Cattle,CA_007,68,39.559,62.7,28.63,0.257,3,29.77,15.89,59.6,1
Cattle,CA_007,69,39.587,68.3,30.81,0.241,1,27.58,17.59,53.85,1
Cattle,CA_007,70,39.714,65.82,29.55,0.31,2,31.16,19.57,52.79,1
Cattle,CA_007,71,39.772,64.36,28.88,0.28,2,25.47,20.54,59.41,1
Cattle,CA_008,0,38.349,56.26,22.08,0.6,0,40.1,21.08,57.17,0
Cattle,CA_008,1,38.243,56.87,20.32,0.597,0,41.74,22.25,57.43,0
Cattle,CA_008,2,39.995,61.86,28.15,0.276,2,23.28,26.54,54.7,1
Cattle,CA_008,3,39.809,67.87,30.0,0.262,7,25.71,25.5,68.24,1
Cattle,CA_008,4,39.806,68.91,28.33,0.356,3,25.22,27.43,67.81,1
Cattle,CA_008,5,39.71,72.2,29.51,0.309,0,21.98,27.49,74.61,1
Cattle,CA_008,6,38.574,59.89,22.1,0.488,0,38.03,28.61,68.25,0
Cattle,CA_008,7,39.179,72.87,30.62,0.408,0,22.84,26.37,72.47,1
Cattle,CA_008,8,39.364,66.24,32.35,0.322,0,21.67,27.23,72.81,1
Cattle,CA_008,9,39.229,68.98,29.24,0.158,1,23.57,26.81,75.58,1
Cattle,CA_008,10,38.443,51.91,25.14,0.523,0,40.66,25.86,77.28,0
Cattle,CA_008,11,38.578,53.6,23.57,0.589,0,41.2,23.71,75.66,0
Cattle,CA_008,12,38.326,56.33,22.84,0.586,0,38.37,21.57,73.39,0
Cattle,CA_008,13,38.288,55.91,22.11,0.6,1,35.06,19.46,75.32,0
Cattle,CA_008,14,38.234,53.77,21.77,0.425,1,38.05,19.47,65.53,0
Cattle,CA_008,15,39.383,68.19,28.27,0.357,1,27.84,17.15,73.1,1
Cattle,CA_008,16,39.176,70.06,30.96,0.387,2,27.92,17.88,64.53,1
Cattle,CA_008,17,38.338,58.17,20.33,0.63,0,36.0,16.07,69.37,0
Cattle,CA_008,18,38.18,55.38,19.67,0.529,0,39.74,14.67,58.62,0
Cattle,CA_008,19,38.317,57.61,22.48,0.535,0,38.93,16.2,60.32,0
Cattle,CA_008,20,38.112,53.49,21.61,0.488,0,40.36,16.39,57.26,0
Cattle,CA_008,21,39.163,69.14,31.48,0.376,3,21.17,17.29,53.57,1
Cattle,CA_008,22,39.534,63.25,26.53,0.274,4,22.51,18.88,50.58,1
Cattle,CA_008,23,39.089,72.4,27.22,0.422,4,22.12,21.66,59.51,1
Cattle,CA_008,24,39.191,70.95,30.1,0.29,5,28.37,21.94,54.37,1
Cattle,CA_008,25,39.549,64.4,29.83,0.267,1,21.85,22.73,52.65,1
Cattle,CA_008,26,38.438,57.86,22.51,0.506,0,41.76,23.94,72.44,0
Cattle,CA_008,27,39.557,65.8,28.59,0.241,1,18.29,27.22,67.36,1
Cattle,CA_008,28,39.525,66.74,29.72,0.323,2,27.99,28.15,66.36,1
Cattle,CA_008,29,39.444,66.42,27.66,0.355,2,25.45,28.58,74.35,1
Cattle,CA_008,30,39.3,66.58,30.43,0.233,3,24.63,26.37,68.34,1
Cattle,CA_008,31,39.576,71.7,28.58,0.326,3,25.17,27.35,76.93,1
Cattle,CA_008,32,38.448,54.13,21.88,0.607,0,39.12,26.73,69.71,0
Cattle,CA_008,33,38.472,57.11,19.73,0.562,0,36.56,24.58,74.1,0
Cattle,CA_008,34,38.406,58.17,22.32,0.532,0,36.71,24.32,70.1,0
Cattle,CA_008,35,38.605,56.69,23.23,0.484,0,40.43,22.7,86.26,0
Cattle,CA_008,36,38.593,57.2,22.13,0.6,0,40.23,21.94,69.15,0
Cattle,CA_008,37,38.241,59.67,22.73,0.541,0,36.74,20.83,77.52,0
Cattle,CA_008,38,38.278,58.07,23.3,0.569,0,38.12,18.89,78.43,0
Cattle,CA_008,39,38.333,54.01,22.14,0.612,0,40.07,17.69,69.29,0
Cattle,CA_008,40,38.184,53.12,22.73,0.616,0,40.88,17.77,65.82,0
Cattle,CA_008,41,39.038,66.89,29.89,0.101,3,26.84,16.13,67.38,1
Cattle,CA_008,42,38.32,56.78,23.07,0.594,0,38.7,14.48,59.57,0
Cattle,CA_008,43,38.309,56.45,21.51,0.582,1,40.09,15.93,60.67,0
Cattle,CA_008,44,38.337,56.43,23.11,0.539,0,38.8,17.22,52.88,0
Cattle,CA_008,45,39.242,62.4,29.74,0.393,3,17.56,17.7,54.59,1
Cattle,CA_008,46,39.53,73.24,27.31,0.419,3,27.64,19.9,55.05,1
Cattle,CA_008,47,38.289,55.55,22.41,0.589,0,38.51,18.83,55.33,0
Cattle,CA_008,48,38.454,56.98,22.72,0.538,0,39.68,22.41,58.35,0
Cattle,CA_008,49,39.749,64.78,31.42,0.333,2,26.18,23.33,52.89,1
Cattle,CA_008,50,38.64,58.2,22.17,0.617,0,42.08,25.59,62.49,0
Cattle,CA_008,51,38.411,56.49,21.07,0.55,0,37.97,24.79,55.53,0
Cattle,CA_008,52,38.409,55.17,22.99,0.486,0,41.06,27.69,68.09,0
Cattle,CA_008,53,39.469,65.18,28.8,0.397,2,24.21,27.26,65.19,1
